*P 1
*P OK
*X;1;011;34;0;057;0
*X;1;011;34;0;157;0
*X;1;011;34;0;159;0
*X;1;011;34;0;155;0
*X;1;011;34;0;158;0
*X;1;011;34;0;163;0
*X;1;011;34;0;157;0
*X;1;011;34;0;158;0
*X;1;011;34;0;162;0
*X;1;011;34;0;157;0
*X;1;011;34;0;155;0
*X;1;011;34;0;159;0
*X;1;011;34;0;160;0
*X;1;011;34;0;155;0
*X;1;011;34;0;159;0
*X;1;011;34;0;159;0
*X;1;011;34;0;155;0
*X;2;011;34;0;154;0
*X;2;011;34;0;129;0
*X;2;011;34;0;105;0
*X;2;011;34;0;080;0
*X;2;011;34;0;052;0
*X;2;011;34;0;026;0
*X;2;011;34;0;004;0
*X;2;011;34;0;000;0
*X;2;011;34;0;000;0
*X;2;011;34;0;000;0
*X;2;011;34;0;000;0
*X;2;011;34;0;078;1
*X;2;011;34;0;142;1
*X;3;011;34;0;141;1
*X;3;011;34;0;142;1
*X;3;011;34;0;143;1
*X;3;011;34;0;142;1
*X;3;011;34;0;141;1
*X;3;011;34;0;142;1
*X;3;011;34;0;138;1
*X;3;011;34;0;141;1
*X;3;011;34;0;141;1
*X;3;011;34;0;140;1
*X;3;011;34;0;141;1
*X;3;011;34;0;142;1
*X;3;011;34;0;144;1
*X;3;011;34;0;146;1
*X;3;011;34;0;144;1
*X;3;011;34;0;143;1
*X;4;011;34;0;139;1
*X;4;011;34;0;137;1
*X;4;011;34;0;137;1
*X;4;011;34;0;137;1
*X;4;011;34;0;132;1
*X;4;011;34;0;136;1
*X;4;011;34;0;138;1
*X;4;011;34;0;140;1
*X;4;011;34;0;135;1
*X;4;011;34;0;136;1
*X;4;011;34;0;137;1
*X;4;011;34;0;137;1
*X;4;011;34;0;140;1
*X;4;011;34;0;140;1
*X;4;011;34;0;136;1
*X;4;011;34;0;136;1
*X;4;011;34;0;138;1
*X;4;011;34;0;138;1
*X;4;011;34;0;136;1
*X;4;011;34;0;137;1
*X;4;011;34;0;137;1
*X;4;011;34;0;135;1
*X;4;011;34;0;141;1
*X;4;011;34;0;139;1
*X;4;011;34;0;137;1
*X;4;011;34;0;135;1
*X;4;011;34;0;138;1
*X;4;011;34;0;137;1
*X;4;011;34;0;136;1
*X;4;011;34;0;137;1
*X;4;011;34;0;133;1
*X;4;011;34;0;136;1
*X;4;011;34;0;138;1
*X;4;011;34;0;140;1
27
*X;5;011;27;0;136;1
*X;5;011;27;0;136;1
*X;2;012;27;0;137;1
*X;2;012;27;0;137;1
*X;2;012;27;0;139;1
*X;2;012;27;0;140;1
*X;2;012;27;0;136;1
*X;2;012;27;0;136;1
*X;2;012;27;0;138;1
*X;2;012;27;0;138;1
*X;2;012;27;0;119;1
*X;2;012;27;0;099;1
*X;2;012;27;0;084;1
*X;2;012;27;0;061;1
*X;2;012;27;0;042;1
*X;2;012;27;0;022;1
*X;2;012;27;0;005;1
*X;2;012;27;0;000;1
*X;2;012;27;0;000;1
*X;2;012;27;0;000;1
*X;2;012;27;0;000;1
*X;2;012;27;0;070;0
*X;2;012;27;0;158;0
*X;3;012;27;0;161;0
*X;3;012;27;0;161;0
*X;3;012;27;0;156;0
*X;3;012;27;0;160;0
*X;3;012;27;0;162;0
*X;3;012;27;0;159;0
*X;3;012;27;0;157;0
*X;3;012;27;0;160;0
*X;3;012;27;0;162;0
*X;3;012;27;0;159;0
*X;3;012;27;0;158;0
*X;3;012;27;0;154;0
*X;3;012;27;0;159;0
*X;3;012;27;0;160;0
*X;3;012;27;0;159;0
*X;4;012;27;0;152;0
*X;4;012;27;0;151;0
*X;4;012;27;0;154;0
*X;4;012;27;0;153;0
*X;4;012;27;0;155;0
*X;4;012;27;0;150;0
*X;4;012;27;0;152;0
*X;4;012;27;0;153;0
*X;4;012;27;0;148;0
*X;4;012;27;0;153;0
*X;4;012;27;0;151;0
*X;4;012;27;0;153;0
*X;4;012;27;0;151;0
*X;4;012;27;0;151;0
*X;4;012;27;0;152;0
*X;4;012;27;0;151;0
*X;4;012;27;0;154;0
*X;4;012;27;0;149;0
*X;4;012;27;0;153;0
*X;4;012;27;0;153;0
*X;4;012;27;0;153;0
*X;4;012;27;0;155;0
*X;4;012;27;0;150;0
*X;4;012;27;0;153;0
*X;4;012;27;0;153;0
*X;4;012;27;0;151;0
*X;4;012;27;0;151;0
*X;4;012;27;0;151;0
*X;4;012;27;0;153;0
*X;4;012;27;0;147;0
*X;4;012;27;0;153;0
*X;4;012;27;0;151;0
*X;4;012;27;0;152;0
*X;4;012;27;0;154;0
*X;4;012;27;0;149;0
16
*X;5;012;16;0;154;0
*X;5;012;16;0;151;0
*X;5;012;16;0;153;0
*X;2;013;16;0;152;0
*X;2;013;16;0;151;0
*X;2;013;16;0;154;0
*X;2;013;16;0;131;0
*X;2;013;16;0;107;0
*X;2;013;16;0;082;0
*X;2;013;16;0;058;0
*X;2;013;16;0;034;0
*X;2;013;16;0;011;0
*X;2;013;16;0;002;0
*X;2;013;16;0;000;0
*X;2;013;16;0;000;0
*X;2;013;16;0;000;0
*X;2;013;16;0;065;1
*X;2;013;16;0;163;1
*X;3;013;16;0;170;1
*X;3;013;16;0;172;1
*X;3;013;16;0;170;1
*X;3;013;16;0;170;1
*X;3;013;16;0;172;1
*X;3;013;16;0;170;1
*X;3;013;16;0;171;1
*X;3;013;16;0;172;1
*X;3;013;16;0;170;1
*X;3;013;16;0;171;1
*X;3;013;16;0;170;1
*X;3;013;16;0;168;1
*X;3;013;16;0;170;1
*X;3;013;16;0;170;1
*X;3;013;16;0;171;1
*X;3;013;16;0;170;1
*X;4;013;16;0;180;1
*X;4;013;16;0;176;1
*X;4;013;16;0;178;1
*X;4;013;16;0;180;1
*X;4;013;16;0;178;1
*X;4;013;16;0;177;1
*X;4;013;16;0;177;1
*X;4;013;16;0;180;1
*X;4;013;16;0;178;1
*X;4;013;16;0;178;1
*X;4;013;16;0;177;1
*X;4;013;16;0;178;1
*X;4;013;16;0;179;1
*X;4;013;16;0;178;1
*X;4;013;16;0;177;1
*X;4;013;16;0;177;1
